683,263
289,280
293,146
298,146
302,274
306,3
310,83
315,138
318,83
322,280
327,220
331,183
335,24
340,176
344,139
348,176
351,124
354,23
358,194
362,194
366,153
370,123
373,104
378,189
381,176
385,23
389,200
394,124
398,59
401,111
405,189
409,250
413,38
417,236
420,236
424,236
428,194
433,161
438,221
442,221
446,280
450,66
454,17
458,176
464,175
468,139
473,23
476,176
480,161
484,228
487,245
491,16
495,280
499,228
503,146
506,139
510,168
514,74
517,75
522,104
525,17
529,3
533,45
537,74
541,146
544,3
548,257
552,75
556,124
560,23
564,10
568,245
571,74
574,168
578,250
583,168
588,17
592,98
596,153
600,274
604,138
608,146
612,220
616,105
621,67
626,131
630,264
634,90
638,244
641,104
645,139
648,46
652,117
655,23
659,189
664,221
669,167
672,10
676,52
680,153
680,17
287,146
290,66
294,131
299,83
302,90
307,154
311,229
315,176
320,221
323,167
328,154
332,117
337,245
341,75
345,268
348,59
352,154
355,268
359,53
363,138
367,105
371,168
374,200
379,206
382,53
386,66
390,3
394,75
398,98
402,250
406,280
409,220
413,23
418,83
422,83
425,52
429,17
433,257
439,183
443,139
447,183
451,90
455,274
460,74
464,23
469,91
474,23
478,167
481,123
484,123
488,274
492,111
496,91
500,189
503,123
508,167
511,145
515,66
519,153
523,98
526,168
530,3
534,194
537,82
542,264
545,104
549,104
553,24
557,263
560,146
565,75
568,161
572,31
575,153
579,66
584,82
589,139
593,183
597,17
601,250
605,146
609,139
613,237
618,104
623,183
627,98
631,59
635,274
638,175
642,153
645,98
649,98
653,52
656,111
661,98
666,189
669,236
673,175
677,268
682,123
288,82
291,200
296,123
300,91
303,257
308,245
313,245
317,274
321,16
325,154
329,111
333,154
339,145
342,45
346,153
349,263
353,31
356,16
360,236
365,161
368,17
372,168
376,23
380,237
383,10
388,194
392,229
396,176
400,264
403,52
407,268
411,268
415,52
419,263
423,17
426,189
430,16
435,250
440,280
444,66
448,145
452,280
457,98
461,31
466,245
470,194
475,194
479,138
482,45
485,90
489,83
493,244
498,220
501,105
505,131
509,83
512,245
516,206
520,154
524,117
528,168
532,10
535,229
539,154
543,221
547,53
550,131
554,194
558,3
562,167
566,23
569,145
573,52
576,206
580,167
586,146
591,237
595,145
599,24
602,124
606,236
610,91
614,59
620,161
624,263
629,91
632,59
636,245
640,228
643,124
647,38
651,16
654,228
658,264
663,200
667,245
670,105
674,245
678,194
681,10
287,167
291,263
295,38
300,3
303,23
308,213
313,280
317,46
320,244
324,154
329,83
333,98
338,31
342,124
345,67
349,23
353,263
356,153
360,175
364,264
367,228
371,123
375,131
379,67
383,90
387,274
392,237
395,168
399,111
403,263
407,10
411,154
415,117
419,111
422,264
426,52
430,74
435,53
440,23
444,168
448,236
452,90
456,131
461,200
465,74
470,16
475,153
478,200
482,83
485,263
489,75
493,98
497,66
501,237
504,66
508,168
512,221
516,236
520,45
524,153
527,82
531,82
535,274
538,145
543,236
546,53
550,24
554,75
558,189
562,264
566,10
569,268
573,244
576,220
580,264
585,75
590,74
594,23
598,206
602,16
606,38
609,257
614,74
619,83
624,264
628,175
632,194
636,117
639,206
642,280
647,124
650,274
654,104
658,189
662,138
667,59
670,236
674,52
678,82
681,168
287,90
291,83
295,111
300,131
303,168
308,74
312,82
316,244
320,90
324,153
329,153
333,53
338,257
342,74
345,98
349,52
352,52
356,280
359,221
364,104
367,153
371,200
375,274
379,280
383,117
387,220
391,75
395,161
399,274
402,123
407,90
410,66
414,3
419,52
422,221
426,117
430,228
434,138
440,221
443,124
447,45
451,117
456,176
460,274
465,17
469,229
475,16
478,153
482,263
485,10
489,59
492,123
497,183
501,176
504,67
508,38
512,153
516,194
520,189
524,175
527,200
531,91
534,250
538,98
542,268
546,52
550,194
554,139
558,24
561,3
566,83
569,131
573,250
576,74
580,16
585,244
590,52
594,175
598,264
602,146
605,213
609,105
613,176
619,220
623,175
628,139
632,91
636,23
639,111
642,189
646,183
650,200
654,53
657,200
662,123
666,46
670,154
674,168
678,66
682,91
288,189
292,183
297,274
301,111
304,221
309,213
314,98
318,16
321,175
325,17
330,183
334,220
339,67
343,31
347,228
350,220
354,124
357,244
361,183
365,104
369,138
372,75
377,24
381,98
384,124
388,268
392,31
397,220
400,221
403,24
408,229
411,123
416,59
420,257
423,123
427,213
431,220
436,16
441,90
445,82
448,244
453,66
457,161
