2596,2270
1107,2
1113,863
1121,9
1128,975
1134,15
1142,15
1146,884
1152,22
1157,876
1163,22
1168,878
1175,30
1182,853
1188,37
1195,37
1202,44
1209,44
1214,44
1219,927
1228,51
1237,58
1245,58
1250,1026
1261,65
1267,65
1273,817
1279,73
1288,81
1294,1022
1302,89
1309,898
1316,97
1323,1050
1330,942
1335,103
1340,852
1347,816
1353,817
1360,116
1365,122
1371,122
1377,122
1383,1083
1392,130
1399,1083
1404,137
1411,144
1417,896
1424,144
1430,994
1435,152
1442,160
1449,160
1456,831
1464,166
1470,174
1478,182
1484,869
1492,193
1498,890
1507,987
1513,212
1520,911
1528,990
1536,235
1543,243
1549,249
2372,1558
2377,1558
2384,1558
2391,1565
2399,1565
2405,2338
2414,2180
2423,1571
2427,2277
2435,1576
2444,1581
2451,2340
2458,2175
2466,1588
2473,2206
2477,2351
2485,1595
2493,1595
2499,1601
2503,2220
2510,1601
2519,2251
2526,1606
2533,1611
2542,1611
2548,2344
2554,1616
2561,1616
2568,2203
2577,1621
2584,2274
2592,1636
2593,2216
1101,2
1108,915
1114,1062
1123,9
1129,833
1136,15
1143,838
1148,1071
1153,909
1159,22
1164,871
1170,30
1176,1058
1183,898
1190,37
1195,992
1204,44
1210,44
1214,981
1221,51
1229,51
1238,948
1247,58
1252,1006
1262,65
1267,1065
1274,892
1281,73
1291,81
1296,89
1303,911
1310,911
1319,97
1325,1022
1330,1060
1336,103
1342,110
1347,1008
1354,1020
1361,116
1367,122
1373,122
1379,1033
1385,889
1394,137
1401,137
1406,961
1413,144
1419,144
1427,152
1431,1008
1437,160
1444,160
1451,160
1457,857
1465,1026
1472,182
1480,182
1486,188
1493,855
1501,199
1509,205
1516,212
1523,219
1529,1030
1538,235
1545,243
1550,279
2373,2312
2378,2255
2384,2344
2392,2223
2401,1565
2408,1565
2417,1571
2424,1576
2430,1576
2437,1576
2446,1581
2453,1581
2459,2193
2469,1588
2474,2199
2480,1595
2488,1595
2495,2197
2500,1601
2505,1601
2512,2292
2521,1606
2528,1606
2535,1611
2544,1611
2550,1616
2556,2180
2563,1616
2569,1621
2579,1621
2586,1628
2595,2348
1105,1074
1112,9
1120,900
1128,9
1133,969
1141,923
1145,925
1151,1030
1156,994
1161,1008
1167,1060
1174,873
1182,30
1187,869
1194,37
1200,37
1208,44
1212,988
1218,51
1226,51
1236,51
1243,58
1250,948
1259,65
1265,930
1272,65
1278,73
1286,81
1294,81
1300,821
1308,874
1314,97
1323,97
1329,969
1333,894
1339,829
1346,819
1352,116
1358,116
1364,122
1370,122
1376,122
1382,946
1391,130
1398,975
1403,817
1410,942
1416,936
1422,961
1430,827
1434,152
1441,160
1448,831
1455,940
1462,166
1469,174
1477,182
1483,902
1490,193
1497,925
1506,205
1512,987
1520,219
1527,219
1535,227
1541,235
1548,249
1553,279
2376,2260
2382,2260
2389,1558
2398,1565
2404,2247
2413,1571
2422,1571
2427,1576
2434,2290
2442,1576
2450,1581
2457,2206
2464,1588
2472,1588
2477,1588
2484,1595
2492,1595
2498,2312
2503,1601
2509,1601
2518,1606
2525,1606
2531,2223
2540,1611
2548,2180
2553,1616
2560,2299
2567,2286
2575,1621
2583,1628
2590,1628
2594,2197
1103,2
1109,816
1117,9
1125,9
1130,902
1139,15
1144,835
1150,22
1154,22
1161,22
1166,30
1172,30
1179,30
1185,37
1192,1046
1197,938
1205,1030
1210,919
1216,829
1224,51
1232,51
1240,58
1248,944
1255,65
1264,65
1269,65
1275,946
1284,73
1292,938
1297,932
1305,89
1313,97
1320,97
1327,919
1332,932
1337,880
1344,110
1348,994
1356,865
1362,116
1368,1022
1374,915
1381,130
1388,130
1395,137
1401,1054
1408,137
1414,1008
1421,144
1427,1069
1432,1030
1439,871
1446,160
1452,835
1459,166
1467,1050
1474,182
1482,923
1488,188
1496,199
1503,199
1510,205
1518,927
1524,1041
1531,904
1539,235
1546,913
1550,992
2375,2173
2380,1558
2386,1558
2395,1565
2402,1565
2410,1571
2419,1571
2425,2251
2432,1576
2439,1576
2448,1581
2455,1581
2461,2195
2470,1588
2475,2313
2481,2216
2490,1595
2497,2310
2501,1601
2507,2245
2515,1606
2523,2330
2529,2265
2537,1611
2546,1611
2551,1616
2558,2203
2565,2341
2572,1621
2580,2252
2588,1628
2595,2288
1105,2
1111,9
1120,9
1127,9
1133,15
1141,15
1145,15
1151,842
1156,22
1161,958
1167,942
1174,30
1181,30
1187,37
1193,973
1199,913
1207,44
1212,44
1217,1004
1225,973
1235,51
1242,58
1250,58
1258,65
1265,863
1271,65
1277,73
1285,81
1293,816
1300,89
1308,89
1313,1079
1322,97
1329,103
1333,874
1339,103
1346,110
1351,116
1357,906
1363,116
1369,1035
1375,1074
1382,130
1390,130
1398,137
1403,137
1410,144
1416,144
1422,855
1430,152
1433,959
1440,160
1448,826
1455,166
1461,880
1468,1060
1476,182
1483,846
1489,938
1497,835
1505,878
1512,212
1519,1028
1526,219
1534,227
1540,928
1547,1072
1552,279
2376,2255
2382,1558
2388,2328
2397,1565
2404,2231
2412,1571
2421,1571
2426,2241
2434,1576
2441,1576
2449,2235
2457,1581
2463,1588
2471,1588
2476,2316
2483,1595
2491,2283
2498,2189
2502,1601
2508,2336
2517,1606
2524,2338
2531,1611
2539,1611
2548,1611
2552,2313
2560,1616
2567,1621
2574,1621
2582,2284
2589,1628
2596,1636
1106,2
1113,9
1120,1018
1128,859
1133,1083
1141,973
1146,15
1151,1037
1157,22
1162,22
1168,30
1174,874
1182,819
1187,973
1194,995
1201,37
1208,917
1213,44
1219,51
1227,51
1236,958
1244,58
1250,958
1260,65
1266,65
1273,65
1278,1016
1287,81
1294,985
1301,89
1309,89
1315,97
1323,940
1330,103
1334,103
1340,110
1347,110
1353,116
1359,116
1364,992
1370,1043
1376,817
1383,130
1391,963
1399,137
1403,835
1410,1074
1417,144
1423,144
1430,940
1434,898
1441,1033
1448,1056
1456,166
1463,166
1469,816
1477,954
1484,188
1491,193
1498,199
1507,205
1512,1072
1520,865
1528,227
1535,1071
1542,243
1548,889
1554,279
2376,2324
2383,1558
2390,1558
2398,2213
2405,1565
2414,1571
2422,2300
2427,2237
2434,2315
2443,1581
2451,1581
2458,1581
2465,1588
2473,1588
2477,2335
2484,2239
2492,2227
2498,2335
2503,2201
2509,2175
2519,1606
2525,2170
2532,1611
2541,1611
2548,2332
2553,2199
2560,2312
2568,1621
2576,1621
2584,1628
2591,1628
2595,1636
1103,1071
1110,2
1118,9
1126,9
1131,15
1139,1078
1144,871
1150,1033
1154,1078
1161,853
1166,890
1173,30
1180,30
1186,37
1192,1069
1198,37
1206,44
1210,932
1216,923
1224,1028
1233,51
1240,938
1249,58
1256,65
1264,844
1269,842
1276,73
1284,948
1292,1079
1298,89
1306,89
1313,948
1320,833
1328,103
1333,103
1338,103
1345,110
1349,110
1356,919
1362,1064
1368,1041
1374,1072
1381,923
1389,130
1396,137
1402,137
1408,1067
1415,144
1421,1050
1428,152
1433,152
1439,894
1447,160
1453,166
1460,166
1468,174
1474,876
1482,1058
1488,855
1496,913
1504,199
1510,837
1518,992
1524,1062
1532,227
1539,1043
1547,249
1550,1004
2375,2204
2380,2338
2387,1558
2395,2253
2403,1565
2411,1571
2420,1571
2425,2268
2433,1576
2439,2237
2448,2229
2456,1581
2462,1588
2470,2183
2475,2342
2481,2247
2491,1595
2497,2313
2501,2249
2508,1601
2516,1606
2524,1606
2529,2304
2537,2181
2546,2220
2552,1616
2559,1616
2566,1621
2573,1621
2581,1628
2588,2183
2597,1636
1107,852
1114,9
1121,883
1129,9
1135,15
1142,915
1147,15
1153,22
1158,22
1163,1058
1169,30
1175,871
1182,909
1188,824
1195,890
1202,1041
1209,981
1214,894
1220,51
1228,917
1238,58
1245,990
