24714,http://www.Department15.University1.edu/Course10,Course10
98,http://www.Department0.University0.edu/Course21,Course21
153,http://www.Department0.University0.edu/Course33,Course33
213,http://www.Department0.University0.edu/Course45,Course45
264,http://www.Department0.University0.edu/Course57,Course57
1583,http://www.Department1.University0.edu/Course8,Course8
1642,http://www.Department1.University0.edu/Course20,Course20
1703,http://www.Department1.University0.edu/Course32,Course32
1746,http://www.Department1.University0.edu/Course44,Course44
2789,http://www.Department10.University0.edu/Course8,Course8
2832,http://www.Department10.University0.edu/Course20,Course20
2868,http://www.Department10.University0.edu/Course32,Course32
2912,http://www.Department10.University0.edu/Course44,Course44
2958,http://www.Department10.University0.edu/Course56,Course56
4034,http://www.Department11.University0.edu/Course11,Course11
4081,http://www.Department11.University0.edu/Course23,Course23
4126,http://www.Department11.University0.edu/Course35,Course35
4172,http://www.Department11.University0.edu/Course47,Course47
5254,http://www.Department12.University0.edu/Course0,Course0
5295,http://www.Department12.University0.edu/Course12,Course12
5344,http://www.Department12.University0.edu/Course24,Course24
5378,http://www.Department12.University0.edu/Course36,Course36
5418,http://www.Department12.University0.edu/Course48,Course48
6381,http://www.Department13.University0.edu/Course4,Course4
6414,http://www.Department13.University0.edu/Course16,Course16
6462,http://www.Department13.University0.edu/Course28,Course28
6507,http://www.Department13.University0.edu/Course40,Course40
6544,http://www.Department13.University0.edu/Course52,Course52
7656,http://www.Department14.University0.edu/Course9,Course9
7687,http://www.Department14.University0.edu/Course21,Course21
7723,http://www.Department14.University0.edu/Course33,Course33
7754,http://www.Department14.University0.edu/Course45,Course45
8565,http://www.Department2.University0.edu/Course6,Course6
8601,http://www.Department2.University0.edu/Course18,Course18
8640,http://www.Department2.University0.edu/Course30,Course30
8676,http://www.Department2.University0.edu/Course42,Course42
9614,http://www.Department3.University0.edu/Course5,Course5
9654,http://www.Department3.University0.edu/Course17,Course17
9688,http://www.Department3.University0.edu/Course29,Course29
9724,http://www.Department3.University0.edu/Course41,Course41
9760,http://www.Department3.University0.edu/Course53,Course53
10720,http://www.Department4.University0.edu/Course10,Course10
10759,http://www.Department4.University0.edu/Course22,Course22
10795,http://www.Department4.University0.edu/Course34,Course34
10828,http://www.Department4.University0.edu/Course46,Course46
11785,http://www.Department5.University0.edu/Course7,Course7
11819,http://www.Department5.University0.edu/Course19,Course19
11845,http://www.Department5.University0.edu/Course31,Course31
11881,http://www.Department5.University0.edu/Course43,Course43
11911,http://www.Department5.University0.edu/Course55,Course55
12932,http://www.Department6.University0.edu/Course10,Course10
12964,http://www.Department6.University0.edu/Course22,Course22
12997,http://www.Department6.University0.edu/Course34,Course34
13028,http://www.Department6.University0.edu/Course46,Course46
13863,http://www.Department7.University0.edu/Course2,Course2
13896,http://www.Department7.University0.edu/Course14,Course14
13926,http://www.Department7.University0.edu/Course26,Course26
13957,http://www.Department7.University0.edu/Course38,Course38
13988,http://www.Department7.University0.edu/Course50,Course50
14015,http://www.Department7.University0.edu/Course62,Course62
15068,http://www.Department8.University0.edu/Course11,Course11
15099,http://www.Department8.University0.edu/Course23,Course23
15131,http://www.Department8.University0.edu/Course35,Course35
15162,http://www.Department8.University0.edu/Course47,Course47
15192,http://www.Department8.University0.edu/Course59,Course59
16251,http://www.Department9.University0.edu/Course9,Course9
16293,http://www.Department9.University0.edu/Course21,Course21
16328,http://www.Department9.University0.edu/Course33,Course33
16364,http://www.Department9.University0.edu/Course45,Course45
17203,http://www.Department0.University1.edu/Course9,Course9
17234,http://www.Department0.University1.edu/Course21,Course21
17269,http://www.Department0.University1.edu/Course33,Course33
17304,http://www.Department0.University1.edu/Course45,Course45
18148,http://www.Department1.University1.edu/Course7,Course7
18185,http://www.Department1.University1.edu/Course19,Course19
18216,http://www.Department1.University1.edu/Course31,Course31
18248,http://www.Department1.University1.edu/Course43,Course43
19301,http://www.Department10.University1.edu/Course0,Course0
19327,http://www.Department10.University1.edu/Course12,Course12
19356,http://www.Department10.University1.edu/Course24,Course24
19394,http://www.Department10.University1.edu/Course36,Course36
19426,http://www.Department10.University1.edu/Course48,Course48
20381,http://www.Department11.University1.edu/Course1,Course1
20413,http://www.Department11.University1.edu/Course13,Course13
20446,http://www.Department11.University1.edu/Course25,Course25
20472,http://www.Department11.University1.edu/Course37,Course37
21202,http://www.Department12.University1.edu/Course2,Course2
21234,http://www.Department12.University1.edu/Course14,Course14
21266,http://www.Department12.University1.edu/Course26,Course26
21291,http://www.Department12.University1.edu/Course38,Course38
21322,http://www.Department12.University1.edu/Course50,Course50
21348,http://www.Department12.University1.edu/Course62,Course62
22452,http://www.Department13.University1.edu/Course11,Course11
